filename,foldername,labels
Hindi-416.wav,Hindi,0
Hindi-504.wav,Hindi,0
Hindi-262.wav,Hindi,0
Hindi-276.wav,Hindi,0
Hindi-289.wav,Hindi,0
Hindi-288.wav,Hindi,0
Hindi-277.wav,Hindi,0
Hindi-263.wav,Hindi,0
Hindi-303.wav,Hindi,0
Hindi-465.wav,Hindi,0
Hindi-471.wav,Hindi,0
Hindi-317.wav,Hindi,0
Hindi-459.wav,Hindi,0
Hindi-332.wav,Hindi,0
Hindi-464.wav,Hindi,0
Hindi-454.wav,Hindi,0
Hindi-326.wav,Hindi,0
Hindi-468.wav,Hindi,0
Hindi-497.wav,Hindi,0
Hindi-483.wav,Hindi,0
Hindi-246.wav,Hindi,0
Hindi-252.wav,Hindi,0
Hindi-285.wav,Hindi,0
Hindi-291.wav,Hindi,0
Hindi-290.wav,Hindi,0
Hindi-284.wav,Hindi,0
Hindi-253.wav,Hindi,0
Hindi-247.wav,Hindi,0
Hindi-482.wav,Hindi,0
Hindi-440.wav,Hindi,0
Hindi-302.wav,Hindi,0
Hindi-316.wav,Hindi,0
Hindi-470.wav,Hindi,0
Hindi-259.wav,Hindi,0
Hindi-503.wav,Hindi,0
Hindi-265.wav,Hindi,0
Hindi-271.wav,Hindi,0
Hindi-488.wav,Hindi,0
Hindi-339.wav,Hindi,0
Hindi-477.wav,Hindi,0
Hindi-311.wav,Hindi,0
Hindi-305.wav,Hindi,0
Hindi-463.wav,Hindi,0
Hindi-329.wav,Hindi,0
Hindi-467.wav,Hindi,0
Hindi-301.wav,Hindi,0
Hindi-315.wav,Hindi,0
Hindi-473.wav,Hindi,0
Hindi-498.wav,Hindi,0
Hindi-249.wav,Hindi,0
Hindi-275.wav,Hindi,0
Hindi-261.wav,Hindi,0
Hindi-260.wav,Hindi,0
Hindi-274.wav,Hindi,0
Hindi-248.wav,Hindi,0
Hindi-499.wav,Hindi,0
Hindi-314.wav,Hindi,0
Hindi-472.wav,Hindi,0
Hindi-466.wav,Hindi,0
Hindi-300.wav,Hindi,0
Hindi-328.wav,Hindi,0
Hindi-458.wav,Hindi,0
Hindi-496.wav,Hindi,0
Hindi-258.wav,Hindi,0
Hindi-469.wav,Hindi,0
Hindi-327.wav,Hindi,0
Hindi-447.wav,Hindi,0
Hindi-321.wav,Hindi,0
Hindi-479.wav,Hindi,0
Hindi-451.wav,Hindi,0
Hindi-337.wav,Hindi,0
Hindi-323.wav,Hindi,0
Hindi-445.wav,Hindi,0
Hindi-492.wav,Hindi,0
Hindi-486.wav,Hindi,0
Hindi-487.wav,Hindi,0
Hindi-493.wav,Hindi,0
Hindi-444.wav,Hindi,0
Hindi-450.wav,Hindi,0
Hindi-453.wav,Hindi,0
Hindi-478.wav,Hindi,0
Hindi-351.wav,Hindi,0
Hindi-423.wav,Hindi,0
Hindi-379.wav,Hindi,0
Hindi-392.wav,Hindi,0
Hindi-386.wav,Hindi,0
Hindi-387.wav,Hindi,0
Hindi-393.wav,Hindi,0
Hindi-422.wav,Hindi,0
Hindi-436.wav,Hindi,0
Hindi-434.wav,Hindi,0
Hindi-408.wav,Hindi,0
Hindi-435.wav,Hindi,0
Hindi-431.wav,Hindi,0
Hindi-437.wav,Hindi,0
Hindi-335.wav,Hindi,0
Hindi-484.wav,Hindi,0
Hindi-490.wav,Hindi,0
Hindi-333.wav,Hindi,0
Hindi-455.wav,Hindi,0
Hindi-325.wav,Hindi,0
Hindi-443.wav,Hindi,0
Hindi-457.wav,Hindi,0
Hindi-331.wav,Hindi,0
Hindi-319.wav,Hindi,0
Hindi-480.wav,Hindi,0
Hindi-494.wav,Hindi,0
Hindi-279.wav,Hindi,0
Hindi-292.wav,Hindi,0
Hindi-286.wav,Hindi,0
Hindi-287.wav,Hindi,0
Hindi-293.wav,Hindi,0
Hindi-278.wav,Hindi,0
Hindi-495.wav,Hindi,0
Hindi-481.wav,Hindi,0
Hindi-318.wav,Hindi,0
Hindi-456.wav,Hindi,0
Hindi-330.wav,Hindi,0
Hindi-324.wav,Hindi,0
Hindi-442.wav,Hindi,0
Hindi-308.wav,Hindi,0
Hindi-446.wav,Hindi,0
Hindi-320.wav,Hindi,0
Hindi-334.wav,Hindi,0
Hindi-452.wav,Hindi,0
Hindi-485.wav,Hindi,0
Hindi-491.wav,Hindi,0
Hindi-441.wav,Hindi,0
Hindi-264.wav,Hindi,0
Hindi-420.wav,Hindi,0
Hindi-270.wav,Hindi,0
Hindi-165.wav,Hindi,0
Hindi-171.wav,Hindi,0
Hindi-159.wav,Hindi,0
Hindi-213.wav,Hindi,0
Hindi-207.wav,Hindi,0
Hindi-71.wav,Hindi,0
Hindi-65.wav,Hindi,0
Hindi-59.wav,Hindi,0
Hindi-58.wav,Hindi,0
Hindi-64.wav,Hindi,0
Hindi-70.wav,Hindi,0
Hindi-206.wav,Hindi,0
Hindi-212.wav,Hindi,0
Hindi-398.wav,Hindi,0
Hindi-158.wav,Hindi,0
Hindi-164.wav,Hindi,0
Hindi-399.wav,Hindi,0
Hindi-428.wav,Hindi,0
Hindi-372.wav,Hindi,0
Hindi-414.wav,Hindi,0
Hindi-400.wav,Hindi,0
Hindi-366.wav,Hindi,0
Hindi-438.wav,Hindi,0
Hindi-362.wav,Hindi,0
Hindi-404.wav,Hindi,0
Hindi-410.wav,Hindi,0
Hindi-376.wav,Hindi,0
Hindi-389.wav,Hindi,0
Hindi-170.wav,Hindi,0
Hindi-429.wav,Hindi,0
Hindi-415.wav,Hindi,0
Hindi-373.wav,Hindi,0
Hindi-502.wav,Hindi,0
Hindi-370.wav,Hindi,0
Hindi-364.wav,Hindi,0
Hindi-358.wav,Hindi,0
Hindi-172.wav,Hindi,0
Hindi-166.wav,Hindi,0
Hindi-199.wav,Hindi,0
Hindi-204.wav,Hindi,0
Hindi-210.wav,Hindi,0
Hindi-99.wav,Hindi,0
Hindi-238.wav,Hindi,0
Hindi-66.wav,Hindi,0
Hindi-72.wav,Hindi,0
Hindi-73.wav,Hindi,0
Hindi-67.wav,Hindi,0
Hindi-98.wav,Hindi,0
Hindi-239.wav,Hindi,0
Hindi-211.wav,Hindi,0
Hindi-205.wav,Hindi,0
Hindi-198.wav,Hindi,0
Hindi-167.wav,Hindi,0
Hindi-173.wav,Hindi,0
Hindi-359.wav,Hindi,0
Hindi-365.wav,Hindi,0
Hindi-403.wav,Hindi,0
Hindi-417.wav,Hindi,0
Hindi-371.wav,Hindi,0
Hindi-401.wav,Hindi,0
Hindi-367.wav,Hindi,0
Hindi-148.wav,Hindi,0
Hindi-160.wav,Hindi,0
Hindi-402.wav,Hindi,0
Hindi-216.wav,Hindi,0
Hindi-374.wav,Hindi,0
Hindi-412.wav,Hindi,0
Hindi-348.wav,Hindi,0
Hindi-313.wav,Hindi,0
Hindi-475.wav,Hindi,0
Hindi-461.wav,Hindi,0
Hindi-307.wav,Hindi,0
Hindi-449.wav,Hindi,0
Hindi-139.wav,Hindi,0
Hindi-267.wav,Hindi,0
Hindi-501.wav,Hindi,0
Hindi-273.wav,Hindi,0
Hindi-298.wav,Hindi,0
Hindi-360.wav,Hindi,0
Hindi-299.wav,Hindi,0
Hindi-266.wav,Hindi,0
Hindi-500.wav,Hindi,0
Hindi-138.wav,Hindi,0
Hindi-448.wav,Hindi,0
Hindi-460.wav,Hindi,0
Hindi-306.wav,Hindi,0
Hindi-312.wav,Hindi,0
Hindi-474.wav,Hindi,0
Hindi-304.wav,Hindi,0
Hindi-462.wav,Hindi,0
Hindi-476.wav,Hindi,0
