filename,foldername,labels
Hindi-109.wav,Hindi,0
Tamil-48.wav,Tamil,2
Tamil-75.wav,Tamil,2
Kannada-53.wav,Kannada,1
Hindi-117.wav,Hindi,0
Telugu-104.wav,Telugu,3
Telugu-146.wav,Telugu,3
Telugu-75.wav,Telugu,3
Hindi-131.wav,Hindi,0
Tamil-112.wav,Tamil,2
Telugu-133.wav,Telugu,3
Kannada-56.wav,Kannada,1
Telugu-98.wav,Telugu,3
Kannada-104.wav,Kannada,1
Tamil-101.wav,Tamil,2
Tamil-60.wav,Tamil,2
Tamil-88.wav,Tamil,2
Tamil-111.wav,Tamil,2
Kannada-79.wav,Kannada,1
Telugu-60.wav,Telugu,3
Hindi-62.wav,Hindi,0
Telugu-65.wav,Telugu,3
Telugu-149.wav,Telugu,3
Kannada-141.wav,Kannada,1
Tamil-110.wav,Tamil,2
Kannada-86.wav,Kannada,1
Telugu-112.wav,Telugu,3
Hindi-72.wav,Hindi,0
Hindi-121.wav,Hindi,0
Kannada-52.wav,Kannada,1
Hindi-126.wav,Hindi,0
Hindi-61.wav,Hindi,0
Hindi-111.wav,Hindi,0
Hindi-60.wav,Hindi,0
Hindi-119.wav,Hindi,0
Hindi-128.wav,Hindi,0
Hindi-64.wav,Hindi,0
Telugu-147.wav,Telugu,3
Telugu-140.wav,Telugu,3
Kannada-107.wav,Kannada,1
Telugu-102.wav,Telugu,3
Tamil-104.wav,Tamil,2
Kannada-114.wav,Kannada,1
Kannada-102.wav,Kannada,1
Tamil-61.wav,Tamil,2
Telugu-106.wav,Telugu,3
Hindi-108.wav,Hindi,0
Telugu-73.wav,Telugu,3
Kannada-146.wav,Kannada,1
Telugu-119.wav,Telugu,3
Kannada-80.wav,Kannada,1
Telugu-129.wav,Telugu,3
Tamil-107.wav,Tamil,2
Telugu-111.wav,Telugu,3
Telugu-59.wav,Telugu,3
Tamil-103.wav,Tamil,2
Tamil-89.wav,Tamil,2
Kannada-96.wav,Kannada,1
Telugu-48.wav,Telugu,3
Hindi-112.wav,Hindi,0
Telugu-142.wav,Telugu,3
Kannada-136.wav,Kannada,1
Kannada-123.wav,Kannada,1
Kannada-85.wav,Kannada,1
Tamil-74.wav,Tamil,2
Kannada-149.wav,Kannada,1
Hindi-38.wav,Hindi,0
Hindi-115.wav,Hindi,0
Telugu-148.wav,Telugu,3
Tamil-63.wav,Tamil,2
Hindi-48.wav,Hindi,0
Kannada-95.wav,Kannada,1
Tamil-118.wav,Tamil,2
Hindi-127.wav,Hindi,0
Kannada-115.wav,Kannada,1
Tamil-117.wav,Tamil,2
Telugu-128.wav,Telugu,3
Tamil-67.wav,Tamil,2
Telugu-139.wav,Telugu,3
Kannada-106.wav,Kannada,1
Tamil-77.wav,Tamil,2
Tamil-66.wav,Tamil,2
