filename,foldername,labels
Kannada-37.wav,Kannada,1
Kannada-114.wav,Kannada,1
Telugu-110.wav,Telugu,3
Tamil-99.wav,Tamil,2
Telugu-45.wav,Telugu,3
Kannada-106.wav,Kannada,1
Tamil-45.wav,Tamil,2
Kannada-2.wav,Kannada,1
Kannada-132.wav,Kannada,1
Kannada-60.wav,Kannada,1
Tamil-56.wav,Tamil,2
Hindi-117.wav,Hindi,0
Hindi-85.wav,Hindi,0
Tamil-30.wav,Tamil,2
Kannada-75.wav,Kannada,1
Tamil-74.wav,Tamil,2
Telugu-99.wav,Telugu,3
Hindi-124.wav,Hindi,0
Kannada-105.wav,Kannada,1
Kannada-4.wav,Kannada,1
Tamil-28.wav,Tamil,2
Kannada-111.wav,Kannada,1
Telugu-25.wav,Telugu,3
Hindi-120.wav,Hindi,0
Telugu-109.wav,Telugu,3
Tamil-66.wav,Tamil,2
Kannada-25.wav,Kannada,1
Tamil-47.wav,Tamil,2
Hindi-50.wav,Hindi,0
Tamil-5.wav,Tamil,2
Telugu-97.wav,Telugu,3
Hindi-118.wav,Hindi,0
Telugu-119.wav,Telugu,3
Tamil-107.wav,Tamil,2
Kannada-98.wav,Kannada,1
Tamil-108.wav,Tamil,2
Telugu-12.wav,Telugu,3
Tamil-17.wav,Tamil,2
Telugu-73.wav,Telugu,3
Hindi-67.wav,Hindi,0
Telugu-101.wav,Telugu,3
Hindi-71.wav,Hindi,0
Kannada-23.wav,Kannada,1
Tamil-78.wav,Tamil,2
Tamil-116.wav,Tamil,2
Kannada-128.wav,Kannada,1
Hindi-86.wav,Hindi,0
Kannada-144.wav,Kannada,1
Telugu-117.wav,Telugu,3
Kannada-24.wav,Kannada,1
Kannada-150.wav,Kannada,1
Kannada-96.wav,Kannada,1
Telugu-48.wav,Telugu,3
Hindi-129.wav,Hindi,0
Tamil-122.wav,Tamil,2
Hindi-130.wav,Hindi,0
Hindi-33.wav,Hindi,0
Telugu-86.wav,Telugu,3
Hindi-131.wav,Hindi,0
Hindi-15.wav,Hindi,0
Hindi-115.wav,Hindi,0
Kannada-118.wav,Kannada,1
Kannada-124.wav,Kannada,1
Kannada-9.wav,Kannada,1
Telugu-76.wav,Telugu,3
Telugu-67.wav,Telugu,3
Hindi-43.wav,Hindi,0
Hindi-10.wav,Hindi,0
Telugu-96.wav,Telugu,3
Tamil-38.wav,Tamil,2
Hindi-72.wav,Hindi,0
Hindi-134.wav,Hindi,0
Telugu-18.wav,Telugu,3
Telugu-98.wav,Telugu,3
Kannada-142.wav,Kannada,1
Hindi-92.wav,Hindi,0
Kannada-147.wav,Kannada,1
Kannada-0.wav,Kannada,1
Kannada-121.wav,Kannada,1
Hindi-98.wav,Hindi,0
Telugu-90.wav,Telugu,3
Hindi-66.wav,Hindi,0
Hindi-12.wav,Hindi,0
Hindi-87.wav,Hindi,0
Kannada-35.wav,Kannada,1
