filename,foldername,labels
Telugu-330.wav,Telugu,3
Telugu-473.wav,Telugu,3
Telugu-111.wav,Telugu,3
Tamil-448.wav,Tamil,2
Hindi-466.wav,Hindi,0
Telugu-219.wav,Telugu,3
Hindi-59.wav,Hindi,0
Hindi-288.wav,Hindi,0
Telugu-381.wav,Telugu,3
Kannada-70.wav,Kannada,1
Tamil-77.wav,Tamil,2
Tamil-46.wav,Tamil,2
Tamil-71.wav,Tamil,2
Telugu-470.wav,Telugu,3
Tamil-280.wav,Tamil,2
Kannada-388.wav,Kannada,1
Tamil-200.wav,Tamil,2
Hindi-320.wav,Hindi,0
Hindi-359.wav,Hindi,0
Hindi-221.wav,Hindi,0
Tamil-12.wav,Tamil,2
Tamil-464.wav,Tamil,2
Kannada-14.wav,Kannada,1
Hindi-301.wav,Hindi,0
Hindi-419.wav,Hindi,0
Telugu-135.wav,Telugu,3
Hindi-57.wav,Hindi,0
Telugu-434.wav,Telugu,3
Tamil-222.wav,Tamil,2
Tamil-305.wav,Tamil,2
Tamil-211.wav,Tamil,2
Telugu-270.wav,Telugu,3
Telugu-265.wav,Telugu,3
Kannada-414.wav,Kannada,1
Tamil-184.wav,Tamil,2
Hindi-177.wav,Hindi,0
Telugu-385.wav,Telugu,3
Kannada-202.wav,Kannada,1
Tamil-353.wav,Tamil,2
Kannada-421.wav,Kannada,1
Tamil-385.wav,Tamil,2
Kannada-65.wav,Kannada,1
Hindi-225.wav,Hindi,0
Kannada-31.wav,Kannada,1
Telugu-276.wav,Telugu,3
Tamil-306.wav,Tamil,2
Tamil-402.wav,Tamil,2
Hindi-154.wav,Hindi,0
Hindi-95.wav,Hindi,0
Telugu-11.wav,Telugu,3
Telugu-329.wav,Telugu,3
Telugu-204.wav,Telugu,3
Kannada-408.wav,Kannada,1
Telugu-239.wav,Telugu,3
Hindi-364.wav,Hindi,0
Hindi-342.wav,Hindi,0
Kannada-217.wav,Kannada,1
Tamil-393.wav,Tamil,2
Telugu-92.wav,Telugu,3
Hindi-147.wav,Hindi,0
Telugu-184.wav,Telugu,3
Telugu-339.wav,Telugu,3
Telugu-287.wav,Telugu,3
Hindi-50.wav,Hindi,0
Kannada-422.wav,Kannada,1
Tamil-8.wav,Tamil,2
Tamil-166.wav,Tamil,2
Hindi-393.wav,Hindi,0
Hindi-129.wav,Hindi,0
Telugu-235.wav,Telugu,3
Telugu-34.wav,Telugu,3
Telugu-14.wav,Telugu,3
Kannada-103.wav,Kannada,1
Kannada-409.wav,Kannada,1
Tamil-39.wav,Tamil,2
Kannada-141.wav,Kannada,1
Telugu-305.wav,Telugu,3
Tamil-64.wav,Tamil,2
Hindi-47.wav,Hindi,0
Telugu-268.wav,Telugu,3
Tamil-183.wav,Tamil,2
Kannada-294.wav,Kannada,1
Hindi-242.wav,Hindi,0
Tamil-273.wav,Tamil,2
Hindi-481.wav,Hindi,0
Hindi-29.wav,Hindi,0
Telugu-448.wav,Telugu,3
Hindi-76.wav,Hindi,0
Tamil-348.wav,Tamil,2
Telugu-367.wav,Telugu,3
Kannada-291.wav,Kannada,1
Telugu-406.wav,Telugu,3
Tamil-15.wav,Tamil,2
Tamil-445.wav,Tamil,2
Telugu-366.wav,Telugu,3
Hindi-220.wav,Hindi,0
Kannada-234.wav,Kannada,1
Kannada-157.wav,Kannada,1
Hindi-81.wav,Hindi,0
Telugu-432.wav,Telugu,3
Tamil-264.wav,Tamil,2
Kannada-339.wav,Kannada,1
Telugu-76.wav,Telugu,3
Telugu-292.wav,Telugu,3
Tamil-141.wav,Tamil,2
Hindi-451.wav,Hindi,0
Telugu-72.wav,Telugu,3
Hindi-0.wav,Hindi,0
Kannada-231.wav,Kannada,1
Telugu-198.wav,Telugu,3
Hindi-102.wav,Hindi,0
Hindi-405.wav,Hindi,0
Telugu-449.wav,Telugu,3
Hindi-49.wav,Hindi,0
Tamil-485.wav,Tamil,2
Tamil-432.wav,Tamil,2
Hindi-107.wav,Hindi,0
Telugu-28.wav,Telugu,3
Tamil-314.wav,Tamil,2
Tamil-391.wav,Tamil,2
Kannada-198.wav,Kannada,1
Telugu-295.wav,Telugu,3
Tamil-296.wav,Tamil,2
Hindi-371.wav,Hindi,0
Telugu-433.wav,Telugu,3
Hindi-338.wav,Hindi,0
Tamil-142.wav,Tamil,2
Tamil-60.wav,Tamil,2
Kannada-187.wav,Kannada,1
Hindi-327.wav,Hindi,0
Tamil-154.wav,Tamil,2
Hindi-433.wav,Hindi,0
Hindi-307.wav,Hindi,0
Telugu-116.wav,Telugu,3
Kannada-25.wav,Kannada,1
Tamil-442.wav,Tamil,2
Kannada-33.wav,Kannada,1
Hindi-8.wav,Hindi,0
Hindi-223.wav,Hindi,0
Kannada-23.wav,Kannada,1
Tamil-181.wav,Tamil,2
Hindi-376.wav,Hindi,0
Hindi-171.wav,Hindi,0
Kannada-449.wav,Kannada,1
Kannada-417.wav,Kannada,1
Tamil-173.wav,Tamil,2
Telugu-357.wav,Telugu,3
Hindi-114.wav,Hindi,0
Kannada-327.wav,Kannada,1
Hindi-232.wav,Hindi,0
Hindi-138.wav,Hindi,0
Kannada-259.wav,Kannada,1
Telugu-250.wav,Telugu,3
Hindi-212.wav,Hindi,0
Hindi-413.wav,Hindi,0
Hindi-469.wav,Hindi,0
Telugu-280.wav,Telugu,3
Telugu-425.wav,Telugu,3
Kannada-320.wav,Kannada,1
Hindi-449.wav,Hindi,0
Tamil-35.wav,Tamil,2
Hindi-202.wav,Hindi,0
Tamil-189.wav,Tamil,2
Hindi-185.wav,Hindi,0
Hindi-318.wav,Hindi,0
Telugu-486.wav,Telugu,3
Telugu-153.wav,Telugu,3
Kannada-340.wav,Kannada,1
Tamil-468.wav,Tamil,2
Tamil-342.wav,Tamil,2
Telugu-83.wav,Telugu,3
Tamil-492.wav,Tamil,2
Tamil-90.wav,Tamil,2
Kannada-53.wav,Kannada,1
Tamil-339.wav,Tamil,2
Kannada-191.wav,Kannada,1
Telugu-238.wav,Telugu,3
Telugu-17.wav,Telugu,3
Tamil-209.wav,Tamil,2
Tamil-99.wav,Tamil,2
Tamil-91.wav,Tamil,2
Hindi-438.wav,Hindi,0
Hindi-500.wav,Hindi,0
Hindi-231.wav,Hindi,0
Hindi-492.wav,Hindi,0
Tamil-129.wav,Tamil,2
Tamil-17.wav,Tamil,2
Hindi-54.wav,Hindi,0
Tamil-413.wav,Tamil,2
Kannada-367.wav,Kannada,1
Kannada-138.wav,Kannada,1
Telugu-241.wav,Telugu,3
Telugu-312.wav,Telugu,3
Kannada-455.wav,Kannada,1
Telugu-421.wav,Telugu,3
Tamil-130.wav,Tamil,2
Tamil-0.wav,Tamil,2
Kannada-136.wav,Kannada,1
Hindi-219.wav,Hindi,0
Tamil-224.wav,Tamil,2
Tamil-243.wav,Tamil,2
Kannada-37.wav,Kannada,1
Tamil-452.wav,Tamil,2
Hindi-53.wav,Hindi,0
Tamil-242.wav,Tamil,2
Hindi-174.wav,Hindi,0
Tamil-94.wav,Tamil,2
Telugu-82.wav,Telugu,3
Hindi-260.wav,Hindi,0
Kannada-210.wav,Kannada,1
Telugu-200.wav,Telugu,3
Tamil-363.wav,Tamil,2
Telugu-236.wav,Telugu,3
Hindi-189.wav,Hindi,0
Kannada-130.wav,Kannada,1
Hindi-426.wav,Hindi,0
Kannada-264.wav,Kannada,1
Kannada-392.wav,Kannada,1
Hindi-255.wav,Hindi,0
Telugu-215.wav,Telugu,3
Kannada-35.wav,Kannada,1
Telugu-109.wav,Telugu,3
Telugu-377.wav,Telugu,3
Kannada-292.wav,Kannada,1
Telugu-173.wav,Telugu,3
Kannada-90.wav,Kannada,1
Hindi-109.wav,Hindi,0
Telugu-155.wav,Telugu,3
Tamil-312.wav,Tamil,2
Tamil-355.wav,Tamil,2
Kannada-316.wav,Kannada,1
Tamil-24.wav,Tamil,2
Kannada-208.wav,Kannada,1
Kannada-465.wav,Kannada,1
Tamil-471.wav,Tamil,2
Tamil-228.wav,Tamil,2
Hindi-235.wav,Hindi,0
Hindi-262.wav,Hindi,0
Kannada-278.wav,Kannada,1
Kannada-319.wav,Kannada,1
Tamil-81.wav,Tamil,2
Telugu-478.wav,Telugu,3
Tamil-136.wav,Tamil,2
Kannada-38.wav,Kannada,1
Kannada-451.wav,Kannada,1
Hindi-38.wav,Hindi,0
Telugu-62.wav,Telugu,3
Tamil-110.wav,Tamil,2
Kannada-239.wav,Kannada,1
Telugu-154.wav,Telugu,3
Kannada-281.wav,Kannada,1
Kannada-43.wav,Kannada,1
Telugu-293.wav,Telugu,3
Telugu-55.wav,Telugu,3
Telugu-237.wav,Telugu,3
Tamil-291.wav,Tamil,2
Hindi-273.wav,Hindi,0
Hindi-472.wav,Hindi,0
Hindi-399.wav,Hindi,0
