filename,foldername,labels
Kannada-215.wav,Kannada,1
Kannada-101.wav,Kannada,1
Telugu-110.wav,Telugu,3
Tamil-206.wav,Tamil,2
Telugu-227.wav,Telugu,3
Kannada-106.wav,Kannada,1
Tamil-231.wav,Tamil,2
Kannada-166.wav,Kannada,1
Kannada-243.wav,Kannada,1
Kannada-252.wav,Kannada,1
Tamil-178.wav,Tamil,2
Hindi-60.wav,Hindi,0
Hindi-131.wav,Hindi,0
Tamil-115.wav,Tamil,2
Kannada-256.wav,Kannada,1
Tamil-61.wav,Tamil,2
Telugu-99.wav,Telugu,3
Hindi-63.wav,Hindi,0
Kannada-139.wav,Kannada,1
Kannada-197.wav,Kannada,1
Tamil-177.wav,Tamil,2
Kannada-81.wav,Kannada,1
Telugu-206.wav,Telugu,3
Hindi-115.wav,Hindi,0
Telugu-240.wav,Telugu,3
Tamil-238.wav,Tamil,2
Kannada-202.wav,Kannada,1
Tamil-227.wav,Tamil,2
Hindi-244.wav,Hindi,0
Tamil-66.wav,Tamil,2
Telugu-196.wav,Telugu,3
Hindi-77.wav,Hindi,0
Telugu-163.wav,Telugu,3
Tamil-63.wav,Tamil,2
Kannada-234.wav,Kannada,1
Tamil-100.wav,Tamil,2
Telugu-211.wav,Telugu,3
Tamil-205.wav,Tamil,2
Telugu-73.wav,Telugu,3
Hindi-210.wav,Hindi,0
Telugu-117.wav,Telugu,3
Hindi-238.wav,Hindi,0
Kannada-229.wav,Kannada,1
Tamil-208.wav,Tamil,2
Tamil-160.wav,Tamil,2
Kannada-100.wav,Kannada,1
Hindi-241.wav,Hindi,0
Kannada-141.wav,Kannada,1
Telugu-103.wav,Telugu,3
Kannada-162.wav,Kannada,1
Kannada-155.wav,Kannada,1
Kannada-96.wav,Kannada,1
Telugu-74.wav,Telugu,3
Hindi-201.wav,Hindi,0
Tamil-103.wav,Tamil,2
Hindi-215.wav,Hindi,0
Hindi-139.wav,Hindi,0
Telugu-226.wav,Telugu,3
Hindi-176.wav,Hindi,0
Hindi-163.wav,Hindi,0
Hindi-229.wav,Hindi,0
Kannada-186.wav,Kannada,1
Kannada-241.wav,Kannada,1
Kannada-216.wav,Kannada,1
Telugu-62.wav,Telugu,3
Telugu-67.wav,Telugu,3
Hindi-233.wav,Hindi,0
Hindi-158.wav,Hindi,0
Telugu-194.wav,Telugu,3
Tamil-189.wav,Tamil,2
Hindi-199.wav,Hindi,0
Hindi-129.wav,Hindi,0
Telugu-207.wav,Telugu,3
Telugu-98.wav,Telugu,3
Kannada-206.wav,Kannada,1
Hindi-255.wav,Hindi,0
Kannada-207.wav,Kannada,1
Kannada-199.wav,Kannada,1
Kannada-218.wav,Kannada,1
Hindi-99.wav,Hindi,0
Telugu-225.wav,Telugu,3
Hindi-166.wav,Hindi,0
Hindi-174.wav,Hindi,0
Hindi-245.wav,Hindi,0
Kannada-188.wav,Kannada,1
Telugu-167.wav,Telugu,3
Tamil-133.wav,Tamil,2
Tamil-104.wav,Tamil,2
Tamil-89.wav,Tamil,2
Kannada-230.wav,Kannada,1
Telugu-168.wav,Telugu,3
Tamil-198.wav,Tamil,2
Telugu-148.wav,Telugu,3
Hindi-136.wav,Hindi,0
Telugu-128.wav,Telugu,3
Telugu-237.wav,Telugu,3
Hindi-127.wav,Hindi,0
Hindi-88.wav,Hindi,0
Telugu-59.wav,Telugu,3
Tamil-225.wav,Tamil,2
Hindi-148.wav,Hindi,0
Kannada-156.wav,Kannada,1
Hindi-106.wav,Hindi,0
Hindi-102.wav,Hindi,0
Tamil-130.wav,Tamil,2
Telugu-189.wav,Telugu,3
Telugu-70.wav,Telugu,3
Kannada-86.wav,Kannada,1
Kannada-170.wav,Kannada,1
Telugu-178.wav,Telugu,3
Hindi-171.wav,Hindi,0
Tamil-148.wav,Tamil,2
Telugu-238.wav,Telugu,3
Tamil-131.wav,Tamil,2
Tamil-112.wav,Tamil,2
Hindi-103.wav,Hindi,0
Hindi-58.wav,Hindi,0
Kannada-228.wav,Kannada,1
Hindi-159.wav,Hindi,0
Telugu-165.wav,Telugu,3
Tamil-162.wav,Tamil,2
Tamil-247.wav,Tamil,2
Kannada-97.wav,Kannada,1
Telugu-184.wav,Telugu,3
Hindi-104.wav,Hindi,0
Tamil-235.wav,Tamil,2
Kannada-208.wav,Kannada,1
Hindi-190.wav,Hindi,0
Kannada-138.wav,Kannada,1
Hindi-216.wav,Hindi,0
Telugu-138.wav,Telugu,3
Kannada-250.wav,Kannada,1
Kannada-53.wav,Kannada,1
Hindi-117.wav,Hindi,0
Tamil-228.wav,Tamil,2
Telugu-179.wav,Telugu,3
Hindi-49.wav,Hindi,0
Tamil-176.wav,Tamil,2
Hindi-243.wav,Hindi,0
Hindi-206.wav,Hindi,0
Kannada-233.wav,Kannada,1
Hindi-253.wav,Hindi,0
Kannada-164.wav,Kannada,1
Tamil-110.wav,Tamil,2
Hindi-65.wav,Hindi,0
Hindi-225.wav,Hindi,0
Telugu-193.wav,Telugu,3
Telugu-65.wav,Telugu,3
